Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Predicted_Exam_Score,Predicted_Group
32,75,1,1,0,7,55,2,1,1,2,2,1,1,4,0,1,1,1,66,67.9950379655675,Pass
13,85,1,0,1,9,73,0,1,3,2,0,1,2,2,0,2,1,1,68,68.36905830684695,Pass
20,66,0,1,0,9,72,1,1,1,2,0,1,2,1,0,0,2,0,64,64.89084562166077,Pass
12,94,0,0,0,5,68,0,1,1,0,2,1,1,2,0,1,2,1,69,68.26150642877175,Pass
16,78,2,0,0,10,99,1,1,0,1,2,1,2,4,0,1,0,0,65,65.83917738280799,Pass
14,97,1,0,0,5,62,2,0,1,2,2,1,1,4,1,2,0,0,66,65.74651230051836,Pass
27,79,0,0,1,6,90,1,1,3,2,0,1,2,4,0,1,2,1,73,73.03535983833225,Pass
18,71,2,2,1,7,72,1,1,0,1,2,1,1,4,0,1,3,0,63,64.46686100856361,Pass
26,66,2,2,1,7,67,0,1,3,2,2,1,0,4,0,1,1,0,66,65.52961118369339,Pass
24,60,2,2,1,10,60,1,1,3,1,0,0,1,2,0,2,2,0,65,64.68944479849345,Pass
34,81,2,2,1,9,82,1,1,1,2,0,1,0,2,0,1,2,1,71,70.89669815244278,Pass
11,64,2,1,1,8,67,0,0,1,2,2,1,1,2,1,0,2,1,58,58.79371280514462,Pass
28,76,2,2,0,9,91,2,1,0,1,0,0,1,3,0,1,1,1,68,67.83567809602732,Pass
27,84,2,2,0,8,98,2,1,0,1,2,1,1,4,0,1,1,1,69,69.1595742982931,Pass
14,71,0,1,1,6,61,1,1,0,1,2,1,2,3,0,2,2,0,63,64.17604631422705,Pass
26,67,2,2,1,8,56,2,1,1,2,2,1,0,5,0,0,2,0,66,64.3692051746794,Pass
22,91,2,2,1,7,66,2,0,0,0,0,1,0,3,0,0,2,0,69,67.33359217979404,Pass
19,98,2,1,1,6,73,2,1,3,1,2,0,0,3,0,0,2,1,69,70.56246235650673,Pass
15,64,0,2,0,9,65,2,1,2,2,2,1,1,2,0,1,2,1,63,62.01792806863749,Pass
16,66,1,0,1,7,99,2,1,1,1,2,1,2,3,0,0,2,0,65,65.4966959548197,Pass
32,98,1,0,0,5,89,2,1,2,0,1,0,2,3,0,0,2,1,76,76.32445218756007,Pass
20,62,0,2,1,6,98,0,1,0,0,0,1,1,3,0,2,2,1,67,65.70655835358596,Pass
25,99,1,2,0,8,69,2,0,1,1,0,1,2,3,0,2,1,1,70,71.03042310163197,Pass
15,60,2,1,0,9,65,2,1,1,2,0,1,0,5,0,0,1,1,60,60.05981995238673,Pass
15,95,0,1,0,8,70,2,1,2,0,0,1,1,3,1,1,2,0,68,68.8716388761534,Pass
26,72,2,2,1,8,76,2,1,1,2,2,1,0,3,0,2,2,1,68,66.30887356497064,Pass
12,98,1,0,1,6,87,2,1,2,1,2,0,1,3,0,2,2,0,70,70.46697574811148,Pass
18,73,2,0,1,7,94,0,1,1,0,2,0,1,3,0,2,1,0,68,66.61934532584243,Pass
20,86,0,0,0,7,73,2,1,3,1,1,1,1,3,1,1,2,1,69,69.21849486991893,Pass
21,63,2,2,1,7,64,2,1,0,1,2,1,0,3,0,1,2,0,62,62.04858616044778,Pass
19,70,0,1,0,7,66,2,1,1,0,1,0,1,4,0,0,1,1,64,64.6445801967022,Pass
22,91,0,2,0,6,85,1,1,2,2,2,0,2,2,0,1,1,0,71,70.62758340672777,Pass
24,81,2,2,1,8,78,2,1,1,1,2,1,2,2,0,1,2,1,68,68.45604919694661,Pass
24,97,0,2,0,5,74,0,1,0,2,1,1,1,5,0,1,2,0,72,71.71671415778894,Pass
14,77,2,2,1,5,60,1,1,1,0,0,0,0,3,0,2,0,1,64,63.17153400099237,Pass
18,95,2,0,1,6,94,2,1,6,1,0,1,1,3,0,1,0,0,73,72.72527534774018,Pass
27,78,2,0,0,8,89,1,1,0,1,2,1,1,3,0,2,2,0,69,69.00634979129184,Pass
25,99,1,2,0,8,57,2,1,1,2,1,0,2,3,0,2,1,1,70,71.16761326354911,Pass
12,98,2,0,0,4,68,2,1,3,1,0,1,1,2,0,1,2,0,69,69.16422910657967,Pass
22,73,2,1,0,8,77,2,1,1,0,2,1,1,3,0,1,0,1,64,64.9622063633092,Pass
8,95,2,2,0,7,73,1,1,2,2,2,0,1,2,0,0,2,1,66,65.67616863929105,Pass
20,94,2,2,1,6,70,0,1,1,2,2,1,1,2,0,1,1,0,69,68.6954904500462,Pass
31,68,0,2,0,7,86,1,1,1,1,2,0,2,3,0,1,1,0,68,68.540333997668,Pass
14,85,2,1,1,5,53,2,1,4,2,2,1,1,3,0,1,2,1,65,66.6323687752317,Pass
15,63,0,1,1,7,74,2,1,4,1,2,1,0,2,0,1,1,1,62,63.40273838491598,Pass
25,93,0,0,1,5,63,2,1,2,0,2,1,2,2,0,2,2,0,75,73.00949213665841,Pass
11,67,2,2,1,6,54,1,1,0,1,2,1,2,3,0,1,2,0,60,60.71493279181292,Pass
16,63,2,0,1,6,73,2,1,0,2,2,1,1,4,0,0,2,1,63,62.25292410658528,Pass
24,76,2,1,1,8,59,2,1,2,2,2,1,2,4,0,0,0,1,66,66.53185089621293,Pass
16,83,0,2,1,7,63,2,1,0,2,2,1,1,3,0,2,2,0,67,65.9427221995185,Pass
19,94,1,2,1,8,75,2,1,1,2,2,1,0,3,0,0,1,0,68,68.2070942933169,Pass
24,99,2,2,1,5,99,2,1,0,1,2,1,2,3,0,1,1,0,72,72.29544181373817,Pass
23,78,1,2,0,7,84,0,1,0,1,2,0,1,3,0,0,2,1,66,67.10598700905571,Pass
22,62,2,2,1,8,64,2,1,0,1,2,1,1,3,0,2,2,0,63,62.812545983354894,Pass
18,90,2,0,1,9,69,2,1,1,0,0,0,2,3,0,0,1,0,71,69.05004128018662,Pass
22,83,1,2,1,5,70,0,1,2,1,2,1,2,3,0,0,0,1,67,68.25767330504951,Pass
19,78,2,2,1,6,58,2,1,1,1,2,1,1,3,0,2,2,1,66,65.35505987581193,Pass
23,72,0,2,0,8,58,2,0,2,1,0,0,2,2,0,0,2,0,66,65.54268821223572,Pass
17,80,0,0,0,9,57,2,1,4,1,2,1,2,2,0,0,2,1,68,67.6648174893653,Pass
19,74,2,2,0,7,76,0,1,1,0,2,1,1,3,0,0,2,0,66,64.94602765125732,Pass
14,90,0,2,1,5,84,2,1,0,1,2,1,0,3,0,2,2,0,68,67.42904589602254,Pass
20,82,0,2,1,5,80,2,1,3,1,2,1,1,1,1,0,2,0,68,67.8080109949977,Pass
15,95,1,2,1,7,99,1,1,0,0,0,1,1,2,0,1,2,0,68,69.85170974701052,Pass
13,82,2,0,0,8,56,1,1,2,1,0,0,1,3,0,2,2,1,66,65.67189594759512,Pass
22,70,0,1,0,7,99,2,1,1,1,0,0,2,2,0,1,1,1,66,67.50546105174573,Pass
21,94,2,0,0,5,73,1,1,0,2,0,1,1,3,0,2,0,0,70,69.10553305372764,Pass
25,82,0,2,1,9,61,1,1,1,0,2,1,0,2,0,1,2,1,68,68.25197715216639,Pass
17,68,2,2,1,6,97,0,1,2,0,1,1,0,3,0,1,1,1,65,64.66182292027321,Pass
22,85,1,0,1,8,73,0,1,1,2,2,0,2,3,0,0,2,1,70,69.88820564697934,Pass
23,74,2,2,0,4,67,2,1,3,0,2,0,0,5,0,1,0,1,66,65.50547190166058,Pass
23,94,2,0,1,9,61,2,0,0,2,2,1,0,1,1,2,1,0,68,66.64503779424646,Pass
15,78,2,2,1,6,63,0,1,1,2,2,0,1,2,1,0,1,1,64,62.76694569551137,Pass
21,89,2,2,0,9,99,2,1,0,2,2,0,0,3,0,1,2,1,69,68.10907422844117,Pass
22,64,2,2,0,8,65,1,1,2,2,2,0,1,4,0,2,2,0,65,63.88438063956825,Pass
20,76,2,0,1,5,99,1,0,3,2,0,1,0,3,0,2,2,0,69,67.91032189103304,Pass
7,99,1,0,1,7,67,1,0,1,0,0,0,1,4,0,1,2,0,66,67.4712767825131,Pass
21,92,0,1,0,9,62,2,1,1,2,1,1,2,2,0,1,2,0,68,69.7950647288753,Pass
33,66,2,2,1,6,59,2,1,3,0,2,1,2,2,0,2,2,0,70,68.5453945172027,Pass
18,71,0,2,0,9,71,2,1,1,2,0,1,2,3,0,1,1,0,65,64.7372351235613,Pass
16,73,0,2,1,8,62,2,1,0,0,0,0,1,2,0,1,2,0,65,64.35376757751581,Pass
22,86,2,1,0,9,85,2,1,1,2,2,1,0,3,0,2,2,0,68,68.17648610766967,Pass
22,90,1,2,0,7,62,1,1,0,2,2,1,2,3,0,0,2,1,67,68.31334398787166,Pass
27,90,0,0,0,7,92,2,1,0,1,2,0,1,3,0,1,2,0,72,72.14554083194488,Pass
12,80,0,0,1,10,92,0,1,1,0,0,1,2,3,0,2,1,1,70,67.92269463732325,Pass
24,92,1,0,1,8,64,0,1,1,0,0,0,1,3,0,0,2,1,72,71.65149105556543,Pass
24,77,0,0,1,7,88,1,1,1,0,2,1,0,5,0,0,2,1,71,69.48173439747305,Pass
19,65,1,2,0,8,93,1,1,1,2,0,0,1,4,0,0,2,1,64,64.60726658059953,Pass
22,83,1,0,1,6,80,2,1,2,2,2,1,2,5,0,1,1,0,69,70.07349019064573,Pass
26,98,2,2,1,7,68,2,1,4,1,2,1,2,1,0,1,2,0,73,73.22658380439132,Pass
25,92,1,0,1,9,72,2,1,1,1,2,1,0,5,0,2,0,0,70,70.56610450254554,Pass
13,83,0,2,0,7,89,2,1,1,1,2,1,1,4,0,2,2,0,68,66.57304469517506,Pass
25,86,0,2,0,6,65,2,1,2,2,0,1,2,5,0,1,1,1,71,70.32732455841207,Pass
20,97,2,0,0,6,67,1,1,1,1,0,0,2,3,0,2,2,0,71,71.25544183976808,Pass
20,77,1,0,1,7,58,0,1,0,0,2,1,1,3,0,1,2,1,66,66.47907812384553,Pass
20,73,2,0,0,6,70,1,1,3,0,0,1,1,4,0,1,2,0,68,67.22847287781558,Pass
19,99,2,0,1,5,54,1,1,0,2,2,1,1,2,0,2,2,1,70,69.48947847521018,Pass
27,95,2,2,0,5,66,1,1,3,2,2,1,1,4,0,1,2,1,72,71.82165486220055,Pass
19,73,1,0,1,9,69,0,1,1,1,1,1,2,4,0,2,2,0,66,67.31248768662297,Pass
13,79,2,0,1,7,63,1,0,3,0,2,0,1,2,0,1,2,0,65,64.7946915977439,Pass
18,77,2,0,1,7,55,0,0,3,0,2,0,1,3,1,1,2,0,66,64.9116421974988,Pass
21,66,0,2,1,6,76,1,1,3,1,2,0,1,1,0,1,1,0,65,65.48973325426292,Pass
27,98,0,1,1,6,93,1,1,0,1,2,0,1,4,0,1,1,1,72,73.78822220400706,Pass
24,76,2,2,1,6,67,2,1,2,0,2,1,0,3,0,0,2,0,68,66.59451034151999,Pass
15,95,2,2,1,7,62,0,1,0,0,2,1,0,3,0,0,2,0,68,66.81507306991125,Pass
35,68,1,0,1,5,64,2,1,0,0,1,1,2,4,1,1,2,1,67,69.10628020683376,Pass
22,82,2,2,1,9,93,1,1,2,1,2,1,1,2,0,1,2,1,68,68.88052600609342,Pass
28,61,0,2,0,7,76,0,1,1,2,0,1,2,4,0,1,1,1,67,66.40235859835761,Pass
19,91,2,0,0,7,57,1,1,3,0,0,1,0,3,0,1,1,0,69,68.67080984855585,Pass
23,83,1,1,0,8,85,2,1,2,1,2,0,1,2,1,1,2,1,65,68.33117693234357,Pass
25,85,2,2,0,8,58,2,1,2,2,0,1,1,4,0,0,2,1,70,68.45534703836138,Pass
27,62,0,2,0,6,53,1,1,1,2,2,1,2,2,0,1,1,1,64,64.29327081626965,Pass
26,68,2,2,0,8,63,2,1,2,1,0,1,2,3,0,1,2,1,66,66.31232943364117,Pass
25,63,1,2,0,8,58,2,1,1,0,2,1,2,1,0,0,2,0,64,63.9408583861183,Pass
18,72,0,0,1,7,80,0,1,1,0,0,1,0,2,1,1,1,0,66,65.31745287389738,Pass
17,85,2,2,1,9,74,2,1,1,2,2,0,1,2,0,1,2,1,67,66.38093131401837,Pass
22,83,2,1,1,8,86,2,1,3,2,1,1,0,4,0,1,2,1,68,69.41397164679807,Pass
26,84,2,2,0,8,76,2,1,5,2,0,1,1,2,0,1,1,1,71,70.22176412058296,Pass
19,82,0,1,0,9,71,2,1,1,1,0,0,1,3,0,0,2,0,67,67.57387231108493,Pass
26,71,0,2,1,7,76,2,1,3,1,2,1,2,2,0,2,1,1,69,68.55948538995506,Pass
29,70,2,1,1,7,72,1,1,1,2,2,1,2,4,0,0,2,1,67,68.04472083589883,Pass
15,65,1,0,1,8,52,2,1,4,1,2,0,1,3,1,1,1,0,61,62.56427073795462,Pass
15,94,2,2,0,7,84,2,1,0,2,0,1,2,2,0,1,1,1,68,67.52378301102522,Pass
19,85,1,1,1,8,98,2,1,2,2,1,0,1,4,0,1,2,0,67,70.04521615302839,Pass
22,67,1,2,1,6,71,1,1,1,2,0,1,1,4,0,0,1,1,64,64.91125685264096,Pass
17,67,2,2,1,4,71,2,1,3,2,0,1,0,2,0,1,1,0,63,63.21837880677555,Pass
28,95,1,2,0,8,52,0,1,3,0,0,1,0,4,0,0,2,1,72,72.02102310926814,Pass
23,90,0,2,0,5,95,1,1,2,1,2,1,0,2,0,1,1,1,69,70.2786513453066,Pass
20,86,1,0,0,6,96,2,1,1,0,1,1,1,2,1,1,0,1,66,67.94907158172288,Pass
11,76,2,2,1,8,91,1,1,1,0,0,0,1,3,1,0,2,0,64,63.76441535804541,Pass
12,70,1,2,1,8,55,2,1,2,2,0,1,0,4,0,1,2,0,61,62.28254624595195,Pass
22,99,2,0,1,9,95,2,1,2,1,1,1,0,4,1,1,2,1,71,72.17604887117267,Pass
7,92,1,2,1,4,51,2,1,0,0,2,1,2,1,0,1,2,0,63,64.50454144359153,Pass
26,72,2,1,0,7,72,1,1,2,2,1,1,1,4,0,1,2,0,65,67.38967812189595,Pass
19,94,0,1,1,7,75,2,1,2,0,2,1,0,5,0,0,2,0,71,70.7056342688779,Pass
39,90,0,0,0,8,92,0,1,2,2,0,0,1,1,0,1,2,0,78,76.80125180805356,Pass
34,72,2,0,1,9,88,1,1,1,0,2,0,2,3,0,2,2,1,73,71.52359421103695,Pass
19,77,1,2,0,5,90,1,1,1,1,0,0,1,3,0,0,2,0,65,66.89416219673534,Pass
19,67,1,2,1,7,93,0,1,0,2,2,1,2,4,0,2,2,1,66,65.62951109563596,Pass
26,64,0,1,1,8,74,1,1,3,2,0,1,1,2,0,1,2,1,66,67.69725098414543,Pass
30,89,2,2,0,6,89,2,1,3,0,2,1,1,3,0,2,1,1,74,72.25286021961982,Pass
10,71,2,1,0,10,53,1,1,4,0,2,0,2,3,0,1,2,0,62,63.061904170038545,Pass
9,93,0,1,1,6,72,1,1,1,2,2,1,2,2,0,0,2,0,66,67.40716219289746,Pass
16,100,0,0,0,7,52,2,1,4,1,2,1,0,4,0,1,2,0,71,70.6106333148993,Pass
23,63,0,2,1,5,96,2,1,2,0,2,1,1,2,0,1,2,0,67,66.5704970818054,Pass
23,79,0,1,1,7,98,1,1,0,2,0,1,1,4,0,0,2,0,69,69.66848359151754,Pass
26,92,2,0,0,4,54,2,1,2,0,2,1,2,4,0,1,1,1,72,70.93888655539114,Pass
13,92,0,0,1,7,77,2,1,2,0,2,1,2,4,0,2,2,1,72,70.31866206250409,Pass
6,90,2,2,1,9,66,2,1,2,2,0,1,2,2,0,1,0,1,65,64.30004662766962,Pass
25,74,0,0,0,5,67,0,1,1,2,2,1,2,5,0,2,2,1,71,68.91898321306893,Pass
15,78,2,2,0,5,73,2,1,0,0,0,0,2,1,1,0,2,1,64,63.508390287278175,Pass
8,84,2,1,1,9,56,1,1,1,1,2,1,2,2,0,1,1,1,61,63.46533236261365,Pass
21,99,2,1,1,9,59,1,1,1,0,0,1,0,2,0,0,1,0,69,69.68594607459583,Pass
25,73,1,2,1,5,79,2,1,1,1,2,0,1,5,0,1,1,0,65,67.30505585758554,Pass
19,97,2,1,1,10,51,0,1,3,1,0,1,1,4,0,0,0,0,69,69.67826906178342,Pass
17,71,2,2,0,8,80,1,1,2,0,1,1,1,3,0,1,2,0,64,64.68402745636256,Pass
19,100,2,1,1,9,66,0,1,1,0,2,1,0,4,1,2,1,1,69,69.16250454946082,Pass
18,87,2,2,1,6,92,1,1,1,1,2,0,1,4,0,1,2,0,68,68.6528964233381,Pass
12,79,2,1,0,9,80,1,1,1,0,2,1,2,2,0,0,1,1,63,64.1896254207708,Pass
16,85,1,2,0,7,85,0,1,1,2,0,1,1,2,0,1,2,1,66,67.27227449835846,Pass
23,71,2,2,0,7,56,1,1,1,2,3,0,2,4,0,3,2,0,65,65.13450632725245,Pass
22,71,0,2,1,8,63,2,1,2,2,0,1,0,2,0,1,1,1,66,65.35395421450447,Pass
21,65,2,2,0,6,100,2,1,3,2,2,1,1,4,0,2,2,1,67,65.80240589287976,Pass
14,65,2,0,1,5,72,1,1,3,1,0,0,0,2,0,1,2,1,62,63.624565200111284,Pass
19,74,2,0,1,7,68,2,1,2,1,0,1,0,2,0,1,2,0,66,65.91275095056234,Pass
7,91,0,2,0,7,94,0,0,3,0,2,1,1,3,0,2,1,0,68,66.40177008666421,Pass
21,84,2,2,1,6,52,2,1,2,0,0,1,0,5,0,1,1,1,68,67.09238881122741,Pass
29,64,1,2,0,9,77,2,1,0,1,0,1,0,2,0,1,1,0,63,64.80270789032315,Pass
11,94,0,1,1,10,61,2,1,1,2,1,1,1,3,0,0,1,1,66,66.79374343055204,Pass
16,84,0,1,0,6,68,1,0,3,2,2,0,1,3,0,3,2,1,65,67.04041827014095,Pass
22,98,0,2,1,7,60,2,1,1,0,2,1,2,1,0,1,2,1,72,71.27299882894651,Pass
28,87,2,2,0,6,52,2,1,4,1,1,0,1,3,0,2,2,0,70,70.60762592320619,Pass
17,67,0,1,0,10,71,2,1,1,2,2,1,2,3,0,1,2,1,63,64.06258141957386,Pass
16,79,2,2,0,8,89,2,1,0,1,0,0,1,4,0,1,2,1,65,65.55857742293733,Pass
8,86,0,1,1,8,98,1,1,1,1,2,0,1,1,0,0,2,1,65,66.41911013377542,Pass
21,61,0,0,0,9,81,2,1,1,2,2,0,1,3,0,2,2,1,66,64.63774407974775,Pass
32,61,0,2,1,7,69,0,1,0,0,2,1,2,3,0,1,1,0,68,66.9729494681203,Pass
22,65,2,1,1,7,88,1,0,2,2,2,1,2,4,0,0,2,1,64,65.25118498432475,Pass
20,70,0,2,0,9,75,1,1,3,2,2,1,1,4,0,0,1,1,66,65.44556037922914,Pass
22,77,1,2,1,8,68,2,1,3,0,0,1,2,4,0,1,1,1,68,68.51732978988862,Pass
20,79,1,2,1,6,59,2,1,0,1,2,1,2,2,0,1,1,1,64,65.54478344849268,Pass
15,66,2,2,0,6,90,1,1,2,2,2,1,0,3,0,0,0,0,62,61.46852558507424,Pass
25,87,2,2,1,6,75,2,0,0,1,2,0,1,2,1,1,2,1,67,66.95114968986714,Pass
21,84,1,0,0,9,98,2,1,1,1,2,1,0,3,0,1,1,1,67,68.46848400596227,Pass
20,72,2,2,0,9,90,1,1,1,2,2,0,1,2,0,2,1,1,65,64.73641522376317,Pass
14,61,1,2,1,10,71,2,0,2,1,2,1,1,4,0,1,2,1,59,60.96379291843264,Pass
28,63,2,0,1,6,87,1,1,0,1,2,1,2,2,0,1,1,0,66,66.55565592715683,Pass
24,76,0,1,0,7,73,2,1,4,2,2,1,1,2,0,1,2,0,68,68.7932675462531,Pass
17,66,0,2,0,6,54,2,1,2,0,1,1,2,3,1,1,2,0,63,62.90997901968569,Pass
26,75,2,1,1,7,76,2,1,2,2,2,1,1,3,0,0,2,1,68,67.9979941023858,Pass
17,85,0,1,1,8,93,1,1,2,2,0,1,2,3,0,0,0,0,68,69.24002409186426,Pass
15,82,2,2,1,7,93,2,1,3,1,0,1,0,2,0,1,1,0,66,66.71920658400319,Pass
15,69,0,1,0,9,79,1,1,1,2,3,0,2,2,0,1,1,0,63,63.612428111424464,Pass
9,74,2,1,0,6,69,1,1,3,1,2,0,2,2,0,3,1,0,61,63.29700447626358,Pass
23,85,0,2,1,8,51,1,1,0,0,1,1,0,4,0,0,2,0,68,67.73206865388708,Pass
9,94,0,1,0,6,66,1,1,0,1,0,1,2,3,0,0,2,1,66,67.0489455595158,Pass
13,90,2,0,0,4,99,0,1,1,0,2,1,1,4,1,0,1,1,69,67.19657551040088,Pass
8,82,2,0,1,5,86,2,0,0,1,2,1,0,3,0,2,2,0,64,63.11008073350919,Pass
19,74,2,2,0,7,86,0,1,1,0,2,0,2,3,0,2,2,1,68,66.33667990422211,Pass
19,75,2,0,0,10,88,1,1,0,1,0,1,2,2,0,1,2,0,66,66.64642738177673,Pass
18,95,2,2,0,6,81,2,1,0,1,2,1,2,3,1,1,2,0,68,67.94815128434868,Pass
14,62,2,0,1,7,79,1,1,2,2,2,0,2,2,0,1,1,0,62,62.79431960676579,Pass
13,100,2,1,1,8,73,1,1,1,1,2,1,1,3,0,2,2,1,68,69.18911302233863,Pass
23,87,2,0,0,6,72,2,1,1,1,0,0,0,3,0,0,1,1,69,68.35335077135215,Pass
17,87,0,0,1,6,94,2,1,2,1,2,0,1,3,0,1,1,1,70,69.8589844157382,Pass
22,62,0,2,1,7,70,1,1,4,1,2,1,0,2,0,0,2,0,65,65.0693695685229,Pass
15,84,1,2,1,6,92,2,1,3,2,2,1,2,3,0,0,2,0,68,68.44922574714744,Pass
21,79,2,0,0,4,92,1,1,0,1,2,1,0,2,0,2,2,0,67,67.03247019605108,Pass
28,64,1,2,1,6,89,2,1,0,1,1,1,1,4,0,0,0,1,64,65.71173859622274,Pass
24,71,1,2,0,8,52,2,0,2,2,2,1,0,3,0,0,3,0,63,63.85043358567937,Pass
18,96,2,1,1,8,57,2,1,1,2,2,1,0,2,0,1,2,0,67,67.90240706405828,Pass
22,82,0,1,0,9,66,2,1,1,1,0,0,0,3,0,1,1,1,66,67.37063506558022,Pass
19,77,0,1,1,9,92,2,1,2,1,2,1,2,4,0,1,2,0,67,69.00997437288582,Pass
20,63,2,2,1,6,94,2,0,2,2,2,1,1,3,0,1,0,0,63,62.56524365764655,Pass
18,89,2,2,1,6,52,2,1,3,0,0,1,2,3,0,1,1,0,69,68.41119325169544,Pass
19,88,0,0,0,6,66,2,1,3,2,2,1,2,2,0,1,2,0,70,69.86272232863634,Pass
21,85,0,2,1,7,93,2,1,0,0,2,1,1,4,0,1,1,1,70,69.02456196892682,Pass
14,80,0,2,0,6,62,2,1,0,0,2,0,0,2,0,2,2,1,65,63.84609944053829,Pass
14,77,1,1,0,7,99,1,1,2,2,2,1,2,2,0,2,1,0,64,66.31003937376039,Pass
12,84,2,0,1,6,74,0,1,1,2,0,1,0,3,0,0,1,0,67,65.36709749663733,Pass
10,69,1,2,0,8,97,2,1,1,2,2,0,0,3,0,1,2,0,61,61.87731062777628,Pass
13,98,2,0,1,6,71,2,1,1,1,0,0,2,1,0,0,2,0,70,69.34157521109844,Pass
21,84,0,1,0,6,66,0,1,2,0,2,0,2,4,1,0,0,1,68,67.74815926492084,Pass
15,72,2,2,1,8,68,0,1,0,2,2,1,2,2,0,1,2,0,64,63.287152590409434,Pass
23,78,0,2,0,8,94,2,1,1,0,2,0,1,2,1,1,1,1,68,66.99853821815681,Pass
20,92,2,1,0,7,67,1,1,1,2,2,1,2,5,0,1,2,1,68,69.34609579691798,Pass
8,66,0,0,1,8,83,2,1,0,1,2,0,2,4,0,0,3,1,63,63.05387857724,Pass
24,72,1,2,1,8,73,1,1,1,1,2,1,2,2,0,0,1,0,65,66.39460059368719,Pass
25,87,1,2,1,10,97,2,1,4,1,1,0,1,3,1,1,2,0,69,71.73853649098845,Pass
14,73,2,0,0,8,58,2,1,2,1,0,1,0,2,0,0,1,1,63,62.56292010990836,Pass
23,92,1,2,1,10,71,2,1,1,1,2,1,1,3,0,0,2,1,69,69.86710043485104,Pass
15,65,0,1,1,7,56,2,0,3,0,2,0,2,3,1,1,2,0,61,62.433432971385315,Pass
21,91,1,0,1,9,79,2,1,2,1,2,0,1,3,0,0,0,0,69,69.91018679773133,Pass
12,63,0,2,0,9,70,1,1,1,0,1,1,2,3,0,0,2,0,62,61.91965738968077,Pass
9,61,1,0,1,7,53,2,1,0,2,2,1,2,2,1,2,0,1,58,58.02769517115407,Pass
18,96,2,0,1,6,92,2,1,2,2,2,1,2,3,0,1,0,1,71,70.78710756083603,Pass
19,83,0,1,0,6,69,2,1,5,2,2,0,2,2,0,2,0,1,69,68.84924259151502,Pass
18,74,0,2,0,8,75,0,1,1,0,0,1,2,3,0,2,1,1,68,66.3273487031353,Pass
13,69,2,1,0,5,70,2,1,0,2,0,0,0,2,0,0,2,1,61,61.11512621212931,Pass
18,85,0,2,1,6,74,2,1,3,1,2,0,0,2,0,0,0,1,67,67.11788019831789,Pass
22,80,2,0,1,9,51,2,1,2,2,2,1,0,3,0,2,2,1,68,66.8308767879324,Pass
20,100,2,2,1,8,91,2,1,3,1,2,1,2,3,0,1,2,1,72,72.81740905699523,Pass
21,99,0,1,1,4,67,2,1,1,2,2,0,0,4,0,0,2,0,71,71.0398658117564,Pass
16,85,2,2,1,5,86,1,0,3,2,2,1,2,2,0,1,2,1,67,67.33401285268111,Pass
27,78,2,2,0,10,53,2,1,3,2,2,0,1,4,1,2,1,1,68,66.44344947954215,Pass
13,80,2,2,0,9,76,2,1,0,0,2,1,1,2,0,1,2,0,64,63.56383672231138,Pass
23,87,2,0,0,6,95,0,1,3,0,2,0,2,0,0,1,2,0,73,71.61111797983865,Pass
27,64,1,2,1,5,70,2,1,0,1,0,1,2,4,0,1,2,0,65,66.42935159764774,Pass
23,73,1,0,0,5,60,0,1,1,2,2,0,2,2,0,2,2,0,67,66.89805677823826,Pass
19,63,0,2,1,8,55,1,1,0,2,2,0,2,4,0,0,1,0,63,62.520055474754955,Pass
17,63,2,2,1,10,93,2,1,0,1,2,1,2,2,1,2,2,0,63,62.382148375611806,Pass
26,68,2,2,1,10,62,0,1,4,2,2,1,1,2,0,2,2,0,69,66.92396351018506,Pass
11,79,0,0,1,5,99,2,1,1,0,1,1,2,3,0,1,2,0,68,67.67754127960947,Pass
14,91,2,2,1,7,62,2,1,2,1,0,1,1,2,0,0,2,1,68,67.0615674860639,Pass
18,79,0,0,1,6,74,2,1,3,1,2,1,2,4,0,1,2,1,69,69.23591623870405,Pass
27,73,0,0,1,7,73,0,1,5,0,0,1,0,3,0,1,2,0,73,71.23522431472901,Pass
22,63,0,0,1,5,53,0,1,3,1,0,1,0,2,0,1,2,1,66,65.62444821607583,Pass
14,82,2,2,1,6,77,2,1,3,2,2,1,2,3,0,0,2,0,68,66.60905658938694,Pass
18,71,2,2,0,6,84,2,1,2,2,1,1,1,2,0,2,2,1,65,64.75600809067826,Pass
16,85,2,2,0,8,87,0,1,4,1,2,0,0,3,0,1,0,1,67,66.79868020818573,Pass
16,99,2,2,0,6,76,1,1,2,2,2,0,2,4,0,0,2,0,70,69.80543429566126,Pass
26,64,2,0,0,6,91,2,1,1,1,2,0,1,4,0,1,1,1,66,66.00540994609503,Pass
12,68,2,0,0,8,88,0,1,3,1,2,1,0,3,0,2,1,0,64,63.29535339754487,Pass
30,79,2,0,0,9,60,2,1,1,1,2,1,1,3,0,1,2,0,69,68.8192825961338,Pass
25,99,1,2,0,10,70,2,1,1,2,2,1,2,5,0,0,0,0,71,70.98456463647096,Pass
27,91,2,1,0,8,57,2,1,0,1,1,0,1,4,0,2,1,1,68,69.44593705022221,Pass
